Hour,pNonControllableLoad,pPV_Generation,pOtherNonControllableGen,pOutdoorTemp,pSetPoint
6608,3.35,0.232245258,0,17,20
6609,4,0.340959516,0,19,20
6610,3.75,0.459732129,0,19,20
6611,3.25,0.513976226,0,20,20
6612,3,0.522277516,0,22,20
6613,3,0.510755903,0,22,20
6614,3,0.49442371,0,21,20
6615,3,0.385888935,0,22,20
6616,3.175,0.307433548,0,20,20
6617,3.35,0.194586258,0,19,20
6618,3.85,0.087847871,0,17,20
6619,4.35,0.01736629,0,16,20
6620,4.55,0,0,16,20
6621,4.35,0,0,15,20
6622,3.85,0,0,15,20
6623,3.35,0,0,14,20
6624,3,0,0,15,20
6625,3,0,0,14,20
6626,2.75,0,0,14.5,20
6627,2.5,0,0,15,20
6628,2.3,0,0,14,20
6629,2.4,0.00000761,0,14,20
6630,2.6,0.027888613,0,15,20
6631,2.85,0.107280194,0,15,20
6632,3.35,0.232245258,0,16,20
6633,4,0.340959516,0,18,20
6634,3.75,0.459732129,0,18,20
6635,3.25,0.513976226,0,19,20
6636,3,0.522277516,0,19,20
6637,3,0.510755903,0,18.6,20
6638,3,0.49442371,0,18,20
6639,3,0.385888935,0,15,20
6640,3.175,0.307433548,0,14,20
6641,3.35,0.194586258,0,13,20
6642,3.85,0.087847871,0,11.7,20
6643,4.35,0.01736629,0,11,20
6644,4.55,0,0,11,20
6645,4.35,0,0,11,20
6646,3.85,0,0,10,20
6647,3.35,0,0,9,20
6648,3,0,0,8,20
6649,3,0,0,8,20
6650,2.75,0,0,8,20
6651,2.5,0,0,7.6,20
6652,2.3,0,0,7,20
6653,2.4,0.00000761,0,7,20
6654,2.6,0.027888613,0,7,20
6655,2.85,0.107280194,0,7,20
6656,3.35,0.232245258,0,8,20
6657,4,0.340959516,0,8,20
6658,3.75,0.459732129,0,9,20
6659,3.25,0.513976226,0,10,20
6660,3,0.522277516,0,10,20
6661,3,0.510755903,0,10,20
6662,3,0.49442371,0,10,20
6663,3,0.385888935,0,11,20
6664,3.175,0.307433548,0,10,20
6665,3.35,0.194586258,0,10,20
6666,3.85,0.087847871,0,10,20
6667,4.35,0.01736629,0,9,20
6668,4.55,0,0,9,20
6669,4.35,0,0,8,20
6670,3.85,0,0,7,20
6671,3.35,0,0,6,20
6672,3,0,0,6,20
6673,3,0,0,7,20
6674,2.75,0,0,6,20
6675,2.5,0,0,5.1,20
6676,2.3,0,0,4,20
6677,2.4,0.00000761,0,4,20
6678,2.6,0.027888613,0,5,20
6679,2.85,0.107280194,0,6,20
6680,3.35,0.232245258,0,10,20
6681,4,0.340959516,0,11,20
6682,3.75,0.459732129,0,13,20
6683,3.25,0.513976226,0,15,20
6684,3,0.522277516,0,16,20
6685,3,0.510755903,0,17,20
6686,3,0.49442371,0,18,20
6687,3,0.385888935,0,17,20
6688,3.175,0.307433548,0,16,20
6689,3.35,0.194586258,0,15,20
6690,3.85,0.087847871,0,14,20
6691,4.35,0.01736629,0,12,20
6692,4.55,0,0,11,20
6693,4.35,0,0,10,20
6694,3.85,0,0,9,20
6695,3.35,0,0,8,20
6696,3,0,0,7,20
6697,3,0,0,6,20
6698,2.75,0,0,4,20
6699,2.5,0,0,4.1,20
6700,2.3,0,0,4,20
6701,2.4,0.00000761,0,4,20
6702,2.6,0.027888613,0,2,20
6703,2.85,0.107280194,0,4,20
6704,3.35,0.232245258,0,5,20
6705,4,0.340959516,0,6,20
6706,3.75,0.459732129,0,6,20
6707,3.25,0.513976226,0,9,20
6708,3,0.522277516,0,9,20
6709,3,0.510755903,0,9,20
6710,3,0.49442371,0,11,20
6711,3,0.385888935,0,11,20
6712,3.175,0.307433548,0,11,20
6713,3.35,0.194586258,0,10,20
6714,3.85,0.087847871,0,7.2,20
6715,4.35,0.01736629,0,5,20
6716,4.55,0,0,5,20
6717,4.35,0,0,4,20
6718,3.85,0,0,4,20
6719,3.35,0,0,3,20
6720,3,0,0,3,20
6721,3,0,0,3,20
6722,2.75,0,0,3,20
6723,2.5,0,0,2,20
6724,2.3,0,0,2,20
6725,2.4,0.00000761,0,2,20
6726,2.6,0.027888613,0,2,20
6727,2.85,0.107280194,0,5,20
6728,3.35,0.232245258,0,9,20
6729,4,0.340959516,0,11,20
6730,3.75,0.459732129,0,12,20
6731,3.25,0.513976226,0,14,20
6732,3,0.522277516,0,15,20
6733,3,0.510755903,0,15,20
6734,3,0.49442371,0,15,20
6735,3,0.385888935,0,15,20
6736,3.175,0.307433548,0,15,20
6737,3.35,0.194586258,0,14.3,20
6738,3.85,0.087847871,0,13.4,20
6739,4.35,0.01736629,0,13,20
6740,4.55,0,0,13,20
6741,4.35,0,0,13,20
6742,3.85,0,0,13,20
6743,3.35,0,0,13.5,20
6744,3,0,0,14,20
6745,3,0,0,15,20
6746,2.75,0,0,15,20
6747,2.5,0,0,14.6,20
6748,2.3,0,0,14,20
6749,2.4,0.00000761,0,14.4,20
6750,2.6,0.027888613,0,15,20
6751,2.85,0.107280194,0,15,20
6752,3.35,0.232245258,0,15.2,20
6753,4,0.340959516,0,15,20
6754,3.75,0.459732129,0,17.1,20
6755,3.25,0.513976226,0,19,20
6756,3,0.522277516,0,20,20
6757,3,0.510755903,0,20.4,20
6758,3,0.49442371,0,20.6,20
6759,3,0.385888935,0,20.5,20
6760,3.175,0.307433548,0,20,20
6761,3.35,0.194586258,0,19,20
6762,3.85,0.087847871,0,18,20
6763,4.35,0.01736629,0,17,20
6764,4.55,0,0,16.5,20
6765,4.35,0,0,16,20
6766,3.85,0,0,16,20
6767,3.35,0,0,16,20
6768,3,0,0,15,20
6769,3,0,0,16,20
6770,2.75,0,0,16,20
6771,2.5,0,0,16.1,20
6772,2.3,0,0,16,20
6773,2.4,0.00000761,0,16,20
6774,2.6,0.027888613,0,15,20
6775,2.85,0.107280194,0,16,20
6776,3.35,0.232245258,0,16,20
6777,4,0.340959516,0,17,20
6778,3.75,0.459732129,0,17,20
6779,3.25,0.513976226,0,17,20
6780,3,0.522277516,0,17,20
6781,3,0.510755903,0,18,20
6782,3,0.49442371,0,18.3,20
6783,3,0.385888935,0,18.4,20
6784,3.175,0.307433548,0,18,20
6785,3.35,0.194586258,0,18,20
6786,3.85,0.087847871,0,18,20
6787,4.35,0.01736629,0,18,20
6788,4.55,0,0,18,20
6789,4.35,0,0,17.9,20
6790,3.85,0,0,18,20
6791,3.35,0,0,19,20
6792,3,0,0,18,20
6793,3,0,0,18.5,20
6794,2.75,0,0,19,20
6795,2.5,0,0,18,20
6796,2.3,0,0,17.6,20
6797,2.4,0.00000761,0,17.2,20
6798,2.6,0.027888613,0,17,20
6799,2.85,0.107280194,0,18,20
6800,3.35,0.232245258,0,19,20
6801,4,0.340959516,0,20,20
6802,3.75,0.459732129,0,20.1,20
6803,3.25,0.513976226,0,20,20
6804,3,0.522277516,0,20.2,20
6805,3,0.510755903,0,20,20
6806,3,0.49442371,0,20.1,20
6807,3,0.385888935,0,20,20
6808,3.175,0.307433548,0,19.3,20
6809,3.35,0.194586258,0,18,20
6810,3.85,0.087847871,0,13,20
6811,4.35,0.01736629,0,12.8,20
6812,4.55,0,0,12.9,20
6813,4.35,0,0,13,20
6814,3.85,0,0,12,20
6815,3.35,0,0,12,20
6816,3,0,0,11,20
6817,3,0,0,8,20
6818,2.75,0,0,9,20
6819,2.5,0,0,8.8,20
6820,2.3,0,0,8.4,20
6821,2.4,0.00000761,0,8,20
6822,2.6,0.027888613,0,6,20
6823,2.85,0.107280194,0,7.8,20
6824,3.35,0.232245258,0,11,20
6825,4,0.340959516,0,13,20
6826,3.75,0.459732129,0,14,20
6827,3.25,0.513976226,0,16,20
6828,3,0.522277516,0,17,20
6829,3,0.510755903,0,17,20
6830,3,0.49442371,0,16,20
6831,3,0.385888935,0,17,20
6832,3.175,0.307433548,0,16.8,20
6833,3.35,0.194586258,0,16,20
6834,3.85,0.087847871,0,14,20
6835,4.35,0.01736629,0,13,20
6836,4.55,0,0,12,20
6837,4.35,0,0,12,20
6838,3.85,0,0,11,20
6839,3.35,0,0,10,20
6840,3,0,0,9,20
6841,3,0,0,10,20
6842,2.75,0,0,11,20
6843,2.5,0,0,10.1,20
6844,2.3,0,0,9,20
6845,2.4,0.00000761,0,8,20
6846,2.6,0.027888613,0,8,20
6847,2.85,0.107280194,0,9,20
6848,3.35,0.232245258,0,12.7,20
6849,4,0.340959516,0,16,20
6850,3.75,0.459732129,0,17,20
6851,3.25,0.513976226,0,19,20
6852,3,0.522277516,0,19,20
6853,3,0.510755903,0,20,20
6854,3,0.49442371,0,20,20
6855,3,0.385888935,0,20,20
6856,3.175,0.307433548,0,20,20
6857,3.35,0.194586258,0,19,20
6858,3.85,0.087847871,0,18,20
6859,4.35,0.01736629,0,18,20
6860,4.55,0,0,18,20
6861,4.35,0,0,18,20
6862,3.85,0,0,18,20
6863,3.35,0,0,17.5,20
6864,3,0,0,17,20
6865,3,0,0,17,20
6866,2.75,0,0,16,20
6867,2.5,0,0,15,20
6868,2.3,0,0,15,20
6869,2.4,0.00000761,0,13,20
6870,2.6,0.027888613,0,13,20
6871,2.85,0.107280194,0,11,20
6872,3.35,0.232245258,0,10.7,20
6873,4,0.340959516,0,10,20
6874,3.75,0.459732129,0,10,20
6875,3.25,0.513976226,0,11,20
6876,3,0.522277516,0,11,20
6877,3,0.510755903,0,12,20
6878,3,0.49442371,0,12,20
6879,3,0.385888935,0,12,20
6880,3.175,0.307433548,0,12,20
6881,3.35,0.194586258,0,10,20
6882,3.85,0.087847871,0,9,20
6883,4.35,0.01736629,0,8,20
6884,4.55,0,0,7,20
6885,4.35,0,0,7,20
6886,3.85,0,0,5.5,20
6887,3.35,0,0,4,20
6888,3,0,0,3,20
6889,3,0,0,2.5,20
6890,2.75,0,0,2,20
6891,2.5,0,0,2,20
6892,2.3,0,0,2,20
6893,2.4,0.00000761,0,2,20
6894,2.6,0.027888613,0,2,20
6895,2.85,0.107280194,0,2,20
6896,3.35,0.232245258,0,4.7,20
6897,4,0.340959516,0,7,20
6898,3.75,0.459732129,0,9,20
6899,3.25,0.513976226,0,10,20
6900,3,0.522277516,0,11,20
6901,3,0.510755903,0,12,20
6902,3,0.49442371,0,13,20
6903,3,0.385888935,0,13,20
6904,3.175,0.307433548,0,12,20
6905,3.35,0.194586258,0,11,20
6906,3.85,0.087847871,0,9,20
6907,4.35,0.01736629,0,8,20
6908,4.55,0,0,7,20
6909,4.35,0,0,6,20
6910,3.85,0,0,8,20
6911,3.35,0,0,7,20
6912,3,0,0,8,20
6913,3,0,0,7,20
6914,2.75,0,0,7,20
6915,2.5,0,0,6.6,20
6916,2.3,0,0,6,20
6917,2.4,0.00000761,0,6,20
6918,2.6,0.027888613,0,6,20
6919,2.85,0.107280194,0,7,20
6920,3.35,0.232245258,0,11,20
6921,4,0.340959516,0,12.9,20
6922,3.75,0.459732129,0,14.6,20
6923,3.25,0.513976226,0,16,20
6924,3,0.522277516,0,17,20
6925,3,0.510755903,0,18,20
6926,3,0.49442371,0,19,20
6927,3,0.385888935,0,19,20
6928,3.175,0.307433548,0,19,20
6929,3.35,0.194586258,0,17,20
6930,3.85,0.087847871,0,14,20
6931,4.35,0.01736629,0,14,20
6932,4.55,0,0,13,20
6933,4.35,0,0,13,20
6934,3.85,0,0,15,20
6935,3.35,0,0,17,20
6936,3,0,0,14,20
6937,3,0,0,14,20
6938,2.75,0,0,14,20
6939,2.5,0,0,14,20
6940,2.3,0,0,13,20
6941,2.4,0.00000761,0,12,20
6942,2.6,0.027888613,0,12,20
6943,2.85,0.107280194,0,12,20
6944,3.35,0.232245258,0,14,20
6945,4,0.340959516,0,17,20
6946,3.75,0.459732129,0,18,20
6947,3.25,0.513976226,0,19,20
6948,3,0.522277516,0,23,20
6949,3,0.510755903,0,20,20
6950,3,0.49442371,0,19.6,20
6951,3,0.385888935,0,19,20
6952,3.175,0.307433548,0,19,20
6953,3.35,0.194586258,0,19,20
6954,3.85,0.087847871,0,18,20
6955,4.35,0.01736629,0,16,20
6956,4.55,0,0,16,20
6957,4.35,0,0,16,20
6958,3.85,0,0,16,20
6959,3.35,0,0,16,20
6960,3,0,0,15,20
6961,3,0,0,15,20
6962,2.75,0,0,15,20
6963,2.5,0,0,14,20
6964,2.3,0,0,12,20
6965,2.4,0.00000761,0,11,20
6966,2.6,0.027888613,0,10,20
6967,2.85,0.107280194,0,10,20
6968,3.35,0.232245258,0,10.7,20
6969,4,0.340959516,0,11,20
6970,3.75,0.459732129,0,12,20
6971,3.25,0.513976226,0,12,20
6972,3,0.522277516,0,13,20
6973,3,0.510755903,0,12,20
6974,3,0.49442371,0,12,20
6975,3,0.385888935,0,14,20
6976,3.175,0.307433548,0,14,20
6977,3.35,0.194586258,0,13,20
6978,3.85,0.087847871,0,11,20
6979,4.35,0.01736629,0,9,20
6980,4.55,0,0,9,20
6981,4.35,0,0,8,20
6982,3.85,0,0,7.5,20
6983,3.35,0,0,7,20
6984,3,0,0,6,20
6985,3,0,0,5,20
6986,2.75,0,0,5,20
6987,2.5,0,0,4.1,20
6988,2.3,0,0,3,20
6989,2.4,0.00000761,0,2,20
6990,2.6,0.027888613,0,2,20
6991,2.85,0.107280194,0,3,20
6992,3.35,0.232245258,0,3,20
6993,4,0.340959516,0,6,20
6994,3.75,0.459732129,0,8,20
6995,3.25,0.513976226,0,10,20
6996,3,0.522277516,0,11,20
6997,3,0.510755903,0,11,20
6998,3,0.49442371,0,11,20
6999,3,0.385888935,0,11,20
7000,3.175,0.307433548,0,10,20
7001,3.35,0.194586258,0,10,20
7002,3.85,0.087847871,0,10,20
7003,4.35,0.01736629,0,9,20
7004,4.55,0,0,8,20
7005,4.35,0,0,9,20
7006,3.85,0,0,8,20
7007,3.35,0,0,8,20
7008,3,0,0,10,20
7009,3,0,0,10,20
7010,2.75,0,0,10,20
7011,2.5,0,0,10,20
7012,2.3,0,0,10,20
7013,2.4,0.00000761,0,11,20
7014,2.6,0.027888613,0,11,20
7015,2.85,0.107280194,0,11,20
7016,3.35,0.232245258,0,11,20
7017,4,0.340959516,0,11,20
7018,3.75,0.459732129,0,12,20
7019,3.25,0.513976226,0,12,20
7020,3,0.522277516,0,12,20
7021,3,0.510755903,0,12.1,20
7022,3,0.49442371,0,12,20
7023,3,0.385888935,0,12,20
7024,3.175,0.307433548,0,12,20
7025,3.35,0.194586258,0,11,20
7026,3.85,0.087847871,0,11,20
7027,4.35,0.01736629,0,11,20
7028,4.55,0,0,10,20
7029,4.35,0,0,11,20
7030,3.85,0,0,11,20
7031,3.35,0,0,11,20
7032,3,0,0,10,20
7033,3,0,0,10,20
7034,2.75,0,0,9.3,20
7035,2.5,0,0,8.7,20
7036,2.3,0,0,8,20
7037,2.4,0.00000761,0,7,20
7038,2.6,0.027888613,0,7,20
7039,2.85,0.107280194,0,8,20
7040,3.35,0.232245258,0,9,20
7041,4,0.340959516,0,10,20
7042,3.75,0.459732129,0,12,20
7043,3.25,0.513976226,0,12,20
7044,3,0.522277516,0,14,20
7045,3,0.510755903,0,14,20
7046,3,0.49442371,0,15,20
7047,3,0.385888935,0,14,20
7048,3.175,0.307433548,0,14,20
7049,3.35,0.194586258,0,12,20
7050,3.85,0.087847871,0,10,20
7051,4.35,0.01736629,0,8,20
7052,4.55,0,0,7,20
7053,4.35,0,0,7,20
7054,3.85,0,0,6,20
7055,3.35,0,0,6,20
7056,3,0,0,6,20
7057,3,0,0,4,20
7058,2.75,0,0,5,20
7059,2.5,0,0,5.6,20
7060,2.3,0,0,6,20
7061,2.4,0.00000761,0,5,20
7062,2.6,0.027888613,0,6,20
7063,2.85,0.107280194,0,6,20
7064,3.35,0.232245258,0,9.2,20
7065,4,0.340959516,0,12,20
7066,3.75,0.459732129,0,14,20
7067,3.25,0.513976226,0,14,20
7068,3,0.522277516,0,14,20
7069,3,0.510755903,0,14,20
7070,3,0.49442371,0,15,20
7071,3,0.385888935,0,15,20
7072,3.175,0.307433548,0,14,20
7073,3.35,0.194586258,0,13,20
7074,3.85,0.087847871,0,12,20
7075,4.35,0.01736629,0,12,20
7076,4.55,0,0,12,20
7077,4.35,0,0,11,20
7078,3.85,0,0,11,20
7079,3.35,0,0,11,20
7080,3,0,0,10,20
7081,3,0,0,9.5,20
7082,2.75,0,0,9,20
7083,2.5,0,0,8.8,20
7084,2.3,0,0,8.4,20
7085,2.4,0.00000761,0,8,20
7086,2.6,0.027888613,0,8,20
7087,2.85,0.107280194,0,8,20
7088,3.35,0.232245258,0,9,20
7089,4,0.340959516,0,10,20
7090,3.75,0.459732129,0,12,20
7091,3.25,0.513976226,0,11,20
7092,3,0.522277516,0,12,20
7093,3,0.510755903,0,12,20
7094,3,0.49442371,0,11,20
7095,3,0.385888935,0,10,20
7096,3.175,0.307433548,0,10,20
7097,3.35,0.194586258,0,9,20
7098,3.85,0.087847871,0,7.7,20
7099,4.35,0.01736629,0,7,20
7100,4.55,0,0,8,20
7101,4.35,0,0,7,20
7102,3.85,0,0,7,20
7103,3.35,0,0,6,20
7104,3,0,0,6,20
7105,3,0,0,5.6,20
7106,2.75,0,0,5.3,20
7107,2.5,0,0,5,20
7108,2.3,0,0,5,20
7109,2.4,0.00000761,0,6,20
7110,2.6,0.027888613,0,6,20
7111,2.85,0.107280194,0,6,20
7112,3.35,0.232245258,0,8,20
7113,4,0.340959516,0,10,20
7114,3.75,0.459732129,0,11.1,20
7115,3.25,0.513976226,0,12,20
7116,3,0.522277516,0,12,20
7117,3,0.510755903,0,12,20
7118,3,0.49442371,0,13,20
7119,3,0.385888935,0,12,20
7120,3.175,0.307433548,0,12,20
7121,3.35,0.194586258,0,10,20
7122,3.85,0.087847871,0,9,20
7123,4.35,0.01736629,0,6,20
7124,4.55,0,0,8,20
7125,4.35,0,0,7,20
7126,3.85,0,0,7,20
7127,3.35,0,0,7,20
7128,3,0,0,7,20
7129,3,0,0,7,20
7130,2.75,0,0,6,20
7131,2.5,0,0,6,20
7132,2.3,0,0,5.5,20
7133,2.4,0.00000761,0,5,20
7134,2.6,0.027888613,0,6,20
7135,2.85,0.107280194,0,6,20
7136,3.35,0.232245258,0,9,20
7137,4,0.340959516,0,9,20
7138,3.75,0.459732129,0,10,20
7139,3.25,0.513976226,0,12,20
7140,3,0.522277516,0,12,20
7141,3,0.510755903,0,13,20
7142,3,0.49442371,0,14,20
7143,3,0.385888935,0,14,20
7144,3.175,0.307433548,0,14,20
7145,3.35,0.194586258,0,12,20
7146,3.85,0.087847871,0,12,20
7147,4.35,0.01736629,0,11,20
7148,4.55,0,0,10,20
7149,4.35,0,0,9,20
7150,3.85,0,0,8,20
7151,3.35,0,0,9,20
7152,3,0,0,9,20
7153,3,0,0,9,20
7154,2.75,0,0,8,20
7155,2.5,0,0,8,20
7156,2.3,0,0,8,20
7157,2.4,0.00000761,0,7,20
7158,2.6,0.027888613,0,7,20
7159,2.85,0.107280194,0,7,20
7160,3.35,0.232245258,0,10,20
7161,4,0.340959516,0,11.1,20
7162,3.75,0.459732129,0,12,20
7163,3.25,0.513976226,0,14,20
7164,3,0.522277516,0,15,20
7165,3,0.510755903,0,16,20
7166,3,0.49442371,0,16.6,20
7167,3,0.385888935,0,17,20
7168,3.175,0.307433548,0,17,20
7169,3.35,0.194586258,0,16,20
7170,3.85,0.087847871,0,15,20
7171,4.35,0.01736629,0,14,20
7172,4.55,0,0,14,20
7173,4.35,0,0,13.3,20
7174,3.85,0,0,12.9,20
7175,3.35,0,0,12.4,20
7176,3,0,0,11.9,20
7177,3,0,0,11.4,20
7178,2.75,0,0,11,20
7179,2.5,0,0,9,20
7180,2.3,0,0,9,20
7181,2.4,0.00000761,0,8,20
7182,2.6,0.027888613,0,8,20
7183,2.85,0.107280194,0,7,20
7184,3.35,0.232245258,0,9,20
7185,4,0.340959516,0,12,20
7186,3.75,0.459732129,0,14,20
7187,3.25,0.513976226,0,14,20
7188,3,0.522277516,0,14,20
7189,3,0.510755903,0,14,20
7190,3,0.49442371,0,13,20
7191,3,0.385888935,0,12,20
7192,3.175,0.307433548,0,12,20
7193,3.35,0.194586258,0,11,20
7194,3.85,0.087847871,0,10,20
7195,4.35,0.01736629,0,9,20
7196,4.55,0,0,8,20
7197,4.35,0,0,7,20
7198,3.85,0,0,7,20
7199,3.35,0,0,7,20
7200,3,0,0,5,20
7201,3,0,0,5,20
7202,2.75,0,0,4,20
7203,2.5,0,0,3,20
7204,2.3,0,0,2,20
7205,2.4,0.00000761,0,2,20
7206,2.6,0.027888613,0,1,20
7207,2.85,0.107280194,0,2,20
7208,3.35,0.232245258,0,4,20
7209,4,0.340959516,0,6,20
7210,3.75,0.459732129,0,8,20
7211,3.25,0.513976226,0,8,20
7212,3,0.522277516,0,10,20
7213,3,0.510755903,0,11,20
7214,3,0.49442371,0,12,20
7215,3,0.385888935,0,13,20
7216,3.175,0.307433548,0,12,20
7217,3.35,0.194586258,0,11,20
7218,3.85,0.087847871,0,9,20
7219,4.35,0.01736629,0,9,20
7220,4.55,0,0,8,20
7221,4.35,0,0,8,20
7222,3.85,0,0,8,20
7223,3.35,0,0,8,20
7224,3,0,0,7,20
7225,3,0,0,6,20
7226,2.75,0,0,7,20
7227,2.5,0,0,6,20
7228,2.3,0,0,6,20
7229,2.4,0.00000761,0,6,20
7230,2.6,0.027888613,0,7,20
7231,2.85,0.107280194,0,7,20
7232,3.35,0.232245258,0,9,20
7233,4,0.340959516,0,12,20
7234,3.75,0.459732129,0,14,20
7235,3.25,0.513976226,0,17,20
7236,3,0.522277516,0,18,20
7237,3,0.510755903,0,21,20
7238,3,0.49442371,0,22,20
7239,3,0.385888935,0,22,20
7240,3.175,0.307433548,0,21,20
7241,3.35,0.194586258,0,17,20
7242,3.85,0.087847871,0,14,20
7243,4.35,0.01736629,0,13,20
7244,4.55,0,0,12,20
7245,4.35,0,0,10,20
7246,3.85,0,0,10,20
7247,3.35,0,0,10,20
7248,3,0,0,9,20
7249,3,0,0,10,20
7250,2.75,0,0,9,20
7251,2.5,0,0,10,20
7252,2.3,0,0,11,20
7253,2.4,0.00000761,0,11,20
7254,2.6,0.027888613,0,11,20
7255,2.85,0.107280194,0,10.8,20
7256,3.35,0.232245258,0,12,20
7257,4,0.340959516,0,13,20
7258,3.75,0.459732129,0,14,20
7259,3.25,0.513976226,0,15,20
7260,3,0.522277516,0,16,20
7261,3,0.510755903,0,17,20
7262,3,0.49442371,0,18,20
7263,3,0.385888935,0,18,20
7264,3.175,0.307433548,0,17,20
7265,3.35,0.194586258,0,16,20
7266,3.85,0.087847871,0,13,20
7267,4.35,0.01736629,0,13,20
7268,4.55,0,0,12,20
7269,4.35,0,0,12.9,20
7270,3.85,0,0,14,20
7271,3.35,0,0,13,20
7272,3,0,0,13.5,20
7273,3,0,0,14,20
7274,2.75,0,0,14,20
7275,2.5,0,0,14,20
7276,2.3,0,0,13,20
7277,2.4,0.00000761,0,13,20
7278,2.6,0.027888613,0,13,20
7279,2.85,0.107280194,0,12.8,20
7280,3.35,0.232245258,0,14,20
7281,4,0.340959516,0,15,20
7282,3.75,0.459732129,0,16,20
7283,3.25,0.513976226,0,18.1,20
7284,3,0.522277516,0,20,20
7285,3,0.510755903,0,21,20
7286,3,0.49442371,0,22,20
7287,3,0.385888935,0,22,20
7288,3.175,0.307433548,0,21,20
7289,3.35,0.194586258,0,20,20
7290,3.85,0.087847871,0,19,20
7291,4.35,0.01736629,0,20,20
7292,4.55,0,0,19,20
7293,4.35,0,0,18,20
7294,3.85,0,0,16.3,20
7295,3.35,0,0,14.6,20
7296,3,0,0,12.9,20
7297,3,0,0,11.1,20
7298,2.75,0,0,9.4,20
7299,2.5,0,0,7.7,20
7300,2.3,0,0,6,20
7301,2.4,0.00000761,0,5,20
7302,2.6,0.027888613,0,5,20
7303,2.85,0.107280194,0,4,20
7304,3.35,0.232245258,0,7,20
7305,4,0.340959516,0,10,20
7306,3.75,0.459732129,0,10,20
7307,3.25,0.513976226,0,12,20
7308,3,0.522277516,0,13.1,20
7309,3,0.510755903,0,13.3,20
7310,3,0.49442371,0,14.4,20
7311,3,0.385888935,0,14.1,20
7312,3.175,0.307433548,0,13.7,20
7313,3.35,0.194586258,0,11.9,20
7314,3.85,0.087847871,0,11,20
7315,4.35,0.01736629,0,10,20
7316,4.55,0,0,10,20
7317,4.35,0,0,10,20
7318,3.85,0,0,10,20
7319,3.35,0,0,9,20
7320,3,0,0,9,20
7321,3,0,0,8,20
7322,2.75,0,0,8,20
7323,2.5,0,0,8,20
7324,2.3,0,0,6,20
7325,2.4,0.00000761,0,6.4,20
7326,2.6,0.027888613,0,7,20
7327,2.85,0.107280194,0,7,20
7328,3.35,0.232245258,0,8,20
7329,4,0.340959516,0,10,20
7330,3.75,0.459732129,0,10,20
7331,3.25,0.513976226,0,11,20
7332,3,0.522277516,0,11,20
7333,3,0.510755903,0,11,20
7334,3,0.49442371,0,12,20
7335,3,0.385888935,0,12,20
7336,3.175,0.307433548,0,11,20
7337,3.35,0.194586258,0,9,20
7338,3.85,0.087847871,0,8,20
7339,4.35,0.01736629,0,8,20
7340,4.55,0,0,7,20
7341,4.35,0,0,7,20
7342,3.85,0,0,6,20
7343,3.35,0,0,6,20
7344,3,0,0,6,20
7345,3,0,0,5,20
7346,2.75,0,0,5,20
7347,2.5,0,0,5,20
7348,2.3,0,0,4,20
7349,2.4,0.00000761,0,4,20
7350,2.6,0.027888613,0,4,20
7351,2.85,0.107280194,0,4,20
7352,3.35,0.232245258,0,6,20
7353,4,0.340959516,0,7,20
7354,3.75,0.459732129,0,8,20
7355,3.25,0.513976226,0,8.7,20
7356,3,0.522277516,0,9,20
7357,3,0.510755903,0,9,20
7358,3,0.49442371,0,10,20
7359,3,0.385888935,0,9,20
7360,3.175,0.307433548,0,9,20
7361,3.35,0.194586258,0,8,20
7362,3.85,0.087847871,0,7,20
7363,4.35,0.01736629,0,6,20
7364,4.55,0,0,5,20
7365,4.35,0,0,5,20
7366,3.85,0,0,3,20
7367,3.35,0,0,2,20
7368,3,0,0,1,20
7369,3,0,0,1,20
7370,2.75,0,0,1.4,20
7371,2.5,0,0,1.8,20
7372,2.3,0,0,2,20
7373,2.4,0.00000761,0,3,20
7374,2.6,0.027888613,0,2,20
7375,2.85,0.107280194,0,3,20
7376,3.35,0.232245258,0,3,20
7377,4,0.340959516,0,5,20
7378,3.75,0.459732129,0,6,20
7379,3.25,0.513976226,0,7,20
7380,3,0.522277516,0,8,20
7381,3,0.510755903,0,8,20
7382,3,0.49442371,0,8,20
7383,3,0.385888935,0,8,20
7384,3.175,0.307433548,0,8,20
7385,3.35,0.194586258,0,7,20
7386,3.85,0.087847871,0,6,20
7387,4.35,0.01736629,0,5,20
7388,4.55,0,0,4,20
7389,4.35,0,0,4,20
7390,3.85,0,0,3,20
7391,3.35,0,0,1,20
7392,3,0,0,1,20
7393,3,0,0,0,20
7394,2.75,0,0,1,20
7395,2.5,0,0,1,20
7396,2.3,0,0,2,20
7397,2.4,0.00000761,0,2,20
7398,2.6,0.027888613,0,-2,20
7399,2.85,0.107280194,0,-1,20
7400,3.35,0.232245258,0,-1,20
7401,4,0.340959516,0,6,20
7402,3.75,0.459732129,0,6,20
7403,3.25,0.513976226,0,8,20
7404,3,0.522277516,0,9.2,20
7405,3,0.510755903,0,10,20
7406,3,0.49442371,0,10.1,20
7407,3,0.385888935,0,10,20
7408,3.175,0.307433548,0,10,20
7409,3.35,0.194586258,0,7,20
7410,3.85,0.087847871,0,6,20
7411,4.35,0.01736629,0,5,20
7412,4.55,0,0,4,20
7413,4.35,0,0,4,20
7414,3.85,0,0,3,20
7415,3.35,0,0,2,20
7416,3,0,0,1,20
7417,3,0,0,1,20
7418,2.75,0,0,1,20
7419,2.5,0,0,1,20
7420,2.3,0,0,1,20
